epoch,dice_coefficient,dice_et,dice_tc,dice_wt,iou_score,jaccard_index,loss,sensitivity,specificity,val_dice_coefficient,val_dice_et,val_dice_tc,val_dice_wt,val_iou_score,val_jaccard_index,val_loss,val_sensitivity,val_specificity
0,0.9497203826904297,1.0,1.0,0.943381130695343,0.6387568712234497,0.9113098382949829,0.8812353014945984,0.9472646117210388,0.9864751696586609,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753143548965454,0.960666835308075,0.9868888258934021
1,0.9592583179473877,1.0,1.0,0.9592583179473877,0.6493945121765137,0.9223538041114807,0.8774932622909546,0.9592583179473877,0.9864194989204407,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753144145011902,0.960666835308075,0.9868888854980469
0,0.9008487462997437,1.0,1.0,0.6247140169143677,0.6091991662979126,0.8322353959083557,0.9113366603851318,0.9364137053489685,0.9864930510520935,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753143548965454,0.960666835308075,0.9868888258934021
1,0.9592553973197937,1.0,1.0,0.9592553973197937,0.6404681205749512,0.9223480224609375,0.879727840423584,0.9592553973197937,0.9864184856414795,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753144145011902,0.960666835308075,0.9868888854980469
0,0.8387317061424255,1.0,1.0,0.020988453179597855,0.6335744261741638,0.7305650115013123,0.9484304189682007,0.9292079210281372,0.9866273999214172,0.8532232046127319,1.0,1.0,0.15804143249988556,0.6525884866714478,0.7444713115692139,0.945766806602478,0.9606663584709167,0.9868888258934021
1,0.8609771132469177,1.0,1.0,0.0035279765725135803,0.6498295068740845,0.7570929527282715,0.9449245929718018,0.9592379927635193,0.9864203929901123,0.8513529300689697,1.0,1.0,8.77378454333666e-07,0.6525886058807373,0.7415783405303955,0.9449524879455566,0.960666835308075,0.9868888854980469
0,0.9525340795516968,1.0,1.0,0.9451874494552612,0.6428735852241516,0.9142758846282959,0.884688138961792,0.9501969218254089,0.9864568114280701,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753143548965454,0.960666835308075,0.9868888258934021
1,0.9592583179473877,1.0,1.0,0.9592583179473877,0.6498339772224426,0.9223539233207703,0.8773834109306335,0.9592583179473877,0.9864194989204407,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753144145011902,0.960666835308075,0.9868888854980469
0,0.9533001780509949,1.0,1.0,0.9494357109069824,0.6419018507003784,0.9153518676757812,0.879790723323822,0.9517511129379272,0.9864910244941711,0.960666835308075,1.0,1.0,0.960666835308075,0.6525886058807373,0.9251054525375366,0.8753143548965454,0.960666835308075,0.9868888258934021
