epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.994465708732605,0.5643233060836792,0.714005708694458,0.5993533730506897,0.43122610449790955,0.01623375527560711,4.0000003e-05,0.48036810755729675,0.9948349595069885,0.9932848811149597,0.998255729675293,0.9938253164291382,0.5603818297386169,0.7199493050575256,0.5393643379211426,0.4021774232387543,0.018590545281767845,0.4858286380767822,0.9940061569213867,0.992859423160553,0.9979873299598694
11,0.9947690963745117,0.5815578103065491,0.7334142327308655,0.6051799654960632,0.4589841961860657,0.015274858102202415,4.0000003e-05,0.49502313137054443,0.9950262904167175,0.9936813116073608,0.9983190894126892,0.9942964911460876,0.5713634490966797,0.7282673120498657,0.5492275953292847,0.39828354120254517,0.018024073913693428,0.5412060618400574,0.9944521188735962,0.9933689832687378,0.9981339573860168
12,0.9949109554290771,0.591313898563385,0.7441989183425903,0.6106823682785034,0.47000598907470703,0.014839782379567623,4.0000003e-05,0.5486021637916565,0.9951186180114746,0.9938627481460571,0.9983518719673157,0.9944052696228027,0.5743921399116516,0.7334665060043335,0.5684188008308411,0.41516807675361633,0.017465651035308838,0.5515097975730896,0.9946052432060242,0.9934042692184448,0.9981839656829834
13,0.9950739741325378,0.5970396995544434,0.74893718957901,0.6168451309204102,0.48276790976524353,0.014343689195811749,4.0000003e-05,0.5970743894577026,0.9952549934387207,0.9940340518951416,0.9983966946601868,0.9944343566894531,0.5791150331497192,0.7377712726593018,0.5755355954170227,0.4220801591873169,0.017511436715722084,0.705965518951416,0.9946184754371643,0.9934381246566772,0.9981878399848938
14,0.9951987862586975,0.6050235629081726,0.7588672637939453,0.6257932782173157,0.4917076826095581,0.014001629315316677,4.0000003e-05,0.6931071281433105,0.9953369498252869,0.994190514087677,0.998425304889679,0.9944286346435547,0.5868620276451111,0.7295235991477966,0.5647050738334656,0.41930443048477173,0.018164105713367462,0.7315718531608582,0.9945313930511475,0.9935746788978577,0.9981624484062195
15,0.9953866004943848,0.6111482381820679,0.7675098776817322,0.6260676980018616,0.4988285005092621,0.013427382335066795,8.000001e-06,0.7152614593505859,0.9954847693443298,0.9943960905075073,0.9984742403030396,0.9945816993713379,0.588371217250824,0.7431467771530151,0.5837271809577942,0.429098516702652,0.01714090257883072,0.7338927984237671,0.9947068095207214,0.9936537146568298,0.9982190132141113
16,0.9954544901847839,0.6133743524551392,0.7697473764419556,0.6302870512008667,0.5032253861427307,0.013276239857077599,8.000001e-06,0.7399150133132935,0.9955453276634216,0.9944616556167603,0.9984948039054871,0.9945929646492004,0.590089738368988,0.7462635040283203,0.583869457244873,0.4311191737651825,0.017068255692720413,0.7434630990028381,0.9947011470794678,0.9936768412590027,0.998218297958374
17,0.995471179485321,0.615074872970581,0.7713791131973267,0.6323845982551575,0.5062911510467529,0.013181856833398342,8.000001e-06,0.7423053979873657,0.9955535531044006,0.9944803714752197,0.9984975457191467,0.9946252107620239,0.5935328006744385,0.7437912821769714,0.5824587941169739,0.4314757287502289,0.01734144240617752,0.7597951292991638,0.9947230219841003,0.9937396049499512,0.9982255697250366
18,0.9955328106880188,0.618066132068634,0.7736883163452148,0.6341931819915771,0.5085169076919556,0.013030670583248138,1.6000001e-06,0.7552647590637207,0.9956026673316956,0.9945544600486755,0.9985135793685913,0.9946349859237671,0.5934295654296875,0.7481348514556885,0.5821039080619812,0.43150457739830017,0.01720876805484295,0.7527769804000854,0.9947199821472168,0.9937458634376526,0.9982253909111023
19,0.9955335259437561,0.6183383464813232,0.7751979827880859,0.6332148909568787,0.5085747241973877,0.01300819218158722,1.6000001e-06,0.7512242794036865,0.9955945014953613,0.9945601224899292,0.998511552810669,0.9946444630622864,0.5933972597122192,0.747187077999115,0.5840994119644165,0.43208637833595276,0.017147457227110863,0.7557076215744019,0.9947390556335449,0.9937483668327332,0.9982311129570007
20,0.9955418109893799,0.6187390089035034,0.775481104850769,0.6334227919578552,0.5087383985519409,0.012981356121599674,1e-06,0.7560939788818359,0.9956017136573792,0.9945722818374634,0.9985143542289734,0.994647204875946,0.5934653878211975,0.7477776408195496,0.5844973921775818,0.43224775791168213,0.017127834260463715,0.7553164958953857,0.9947418570518494,0.9937495589256287,0.9982317686080933
21,0.9955505728721619,0.6188204884529114,0.7752732634544373,0.6343368291854858,0.5089690089225769,0.012965773232281208,1e-06,0.7552017569541931,0.9956135749816895,0.9945781230926514,0.9985180497169495,0.994647741317749,0.5935444831848145,0.7482396364212036,0.5853778123855591,0.432839959859848,0.017097236588597298,0.7548970580101013,0.9947429895401001,0.9937463402748108,0.9982324242591858
22,0.995552659034729,0.6188666224479675,0.7760865688323975,0.6345059871673584,0.5094407200813293,0.012953807599842548,1e-06,0.7548032999038696,0.9956135749816895,0.9945788383483887,0.9985180497169495,0.9946483373641968,0.5936657190322876,0.7486451864242554,0.5855777263641357,0.433018296957016,0.017085352912545204,0.7554583549499512,0.9947417378425598,0.9937450885772705,0.9982322454452515
23,0.9955582618713379,0.6191184520721436,0.7763432264328003,0.635295033454895,0.5103082060813904,0.012943049892783165,1e-06,0.7556267976760864,0.9956207871437073,0.9945808053016663,0.9985203742980957,0.9946615695953369,0.5943822264671326,0.747714102268219,0.5837370157241821,0.43182113766670227,0.01713884063065052,0.7589173913002014,0.9947506189346313,0.9937774538993835,0.9982353448867798
24,0.995557963848114,0.6195423007011414,0.7758743762969971,0.6353256702423096,0.5097253322601318,0.012937646359205246,1e-06,0.7582653164863586,0.9956193566322327,0.9945865869522095,0.9985195994377136,0.994659960269928,0.5943561792373657,0.7495888471603394,0.5844390988349915,0.43281659483909607,0.01706613600254059,0.7561853528022766,0.9947429895401001,0.993767261505127,0.9982327222824097
25,0.9955635666847229,0.6195089817047119,0.7769014835357666,0.6346434354782104,0.5096931457519531,0.012915137223899364,1e-06,0.7556850910186768,0.9956194162368774,0.9945949912071228,0.9985203146934509,0.9946679472923279,0.5947335362434387,0.7479586601257324,0.5848885178565979,0.4326412081718445,0.01710554212331772,0.7600522041320801,0.9947572350502014,0.9937798380851746,0.998237669467926
26,0.9955710768699646,0.6197677850723267,0.7762119174003601,0.6358317732810974,0.5102673768997192,0.012908817268908024,1e-06,0.7581609487533569,0.995631217956543,0.9945982098579407,0.9985236525535583,0.99466872215271,0.5950918793678284,0.7488918304443359,0.5848450064659119,0.43311700224876404,0.01709132455289364,0.759475588798523,0.9947533011436462,0.9937799572944641,0.9982367157936096
27,0.9955726861953735,0.6199725866317749,0.7769754528999329,0.6356564164161682,0.510779082775116,0.012902605347335339,1e-06,0.7575118541717529,0.9956294894218445,0.9946017265319824,0.9985236525535583,0.9946744441986084,0.5953171849250793,0.7492449879646301,0.5841705203056335,0.43269607424736023,0.017092673107981682,0.7600363492965698,0.9947541356086731,0.9937922358512878,0.9982369542121887
28,0.9955752491950989,0.6208215951919556,0.7781723141670227,0.6344069242477417,0.5106657147407532,0.012881161645054817,1e-06,0.7591148614883423,0.9956215023994446,0.9946138858795166,0.9985210299491882,0.9946776628494263,0.5953903794288635,0.7487205266952515,0.5852434635162354,0.4331367313861847,0.017087297514081,0.7610044479370117,0.9947623014450073,0.9937925934791565,0.9982393383979797
29,0.9955815672874451,0.6206241250038147,0.7771851420402527,0.6361060738563538,0.5109624862670898,0.012871936894953251,1e-06,0.7588580846786499,0.9956352710723877,0.9946147799491882,0.9985253214836121,0.9946807026863098,0.595469057559967,0.7483827471733093,0.5861784219741821,0.43359676003456116,0.017076220363378525,0.7620909810066223,0.9947684407234192,0.993791937828064,0.9982410669326782
30,0.9955852627754211,0.6211782097816467,0.7782393097877502,0.6358020305633545,0.5115745067596436,0.01285697054117918,1e-06,0.759980320930481,0.9956347346305847,0.9946200847625732,0.9985251426696777,0.9946845173835754,0.5956116318702698,0.7484302520751953,0.5863505601882935,0.43370452523231506,0.017062216997146606,0.762305736541748,0.9947723746299744,0.993797242641449,0.9982426762580872
31,0.9955905675888062,0.6211274266242981,0.7771986126899719,0.6366973519325256,0.5117939114570618,0.012847953476011753,1e-06,0.7615275382995605,0.9956455230712891,0.9946256875991821,0.9985284209251404,0.9946843981742859,0.5957382321357727,0.7498558759689331,0.5862306952476501,0.4340135455131531,0.017025893554091454,0.7606536746025085,0.9947671890258789,0.9937981963157654,0.9982410669326782
32,0.9955951571464539,0.6212720274925232,0.7781672477722168,0.6362517476081848,0.5112838745117188,0.012831725180149078,1e-06,0.7598642110824585,0.9956433773040771,0.9946324825286865,0.9985279440879822,0.9946858286857605,0.5958940982818604,0.7502170205116272,0.5865660905838013,0.4343724846839905,0.01701401174068451,0.7606597542762756,0.9947682619094849,0.9937992691993713,0.9982413053512573
33,0.9955966472625732,0.6216400265693665,0.7787014842033386,0.6360917091369629,0.5123246312141418,0.012821203097701073,1e-06,0.7605685591697693,0.9956417679786682,0.9946350455284119,0.9985272288322449,0.9946893453598022,0.5960996150970459,0.7497514486312866,0.5873003005981445,0.43466469645500183,0.017014505341649055,0.762014627456665,0.9947736859321594,0.9938015341758728,0.9982431530952454
34,0.9956027865409851,0.621910810470581,0.7795342803001404,0.6366464495658875,0.512679934501648,0.012798890471458435,1e-06,0.7597846388816833,0.9956464171409607,0.9946388006210327,0.998529314994812,0.994698703289032,0.5966403484344482,0.7481541633605957,0.5860475897789001,0.4336031675338745,0.017089461907744408,0.7657191753387451,0.9947817921638489,0.9938221573829651,0.9982460737228394
