epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.9924229383468628,0.5197005867958069,0.5912796258926392,0.5267902612686157,0.4200722277164459,0.02397715300321579,0.00020000001,0.3755823075771332,0.993071436882019,0.9911828637123108,0.99766606092453,0.991391122341156,0.5252548456192017,0.618470311164856,0.559271514415741,0.46037888526916504,0.026260174810886383,0.3753890097141266,0.9918447732925415,0.9902063608169556,0.9972707629203796
11,0.9929479360580444,0.544105052947998,0.6287158727645874,0.5470418930053711,0.4596737027168274,0.021715568378567696,0.00020000001,0.3757950961589813,0.9934227466583252,0.9917914271354675,0.9977856874465942,0.9931025505065918,0.5341811776161194,0.6345580816268921,0.5602781772613525,0.4773963689804077,0.021733760833740234,0.3753836452960968,0.9937853813171387,0.9917514324188232,0.997914731502533
12,0.993417501449585,0.5602906942367554,0.6529636383056641,0.5698676705360413,0.48677054047584534,0.02018444798886776,0.00020000001,0.3755406141281128,0.9938313364982605,0.9922994375228882,0.9979237914085388,0.9942038059234619,0.5647566318511963,0.6880269050598145,0.5899156928062439,0.47625529766082764,0.018376972526311874,0.3753981590270996,0.9945787787437439,0.9931192994117737,0.9981787800788879
13,0.9934356808662415,0.5678529143333435,0.6548407673835754,0.5726905465126038,0.4890042543411255,0.020360909402370453,0.00020000001,0.3848074972629547,0.9938849210739136,0.992321252822876,0.9979444742202759,0.9935368895530701,0.5160585045814514,0.6520941853523254,0.5589634776115417,0.45920684933662415,0.021661585196852684,0.3753792345523834,0.9944750070571899,0.9918540716171265,0.9981338381767273
14,0.9940557479858398,0.5818035006523132,0.6843375563621521,0.5962647795677185,0.5206345319747925,0.01835942268371582,0.00020000001,0.3758498728275299,0.9943356513977051,0.9929960370063782,0.9980924725532532,0.9936081171035767,0.5571856498718262,0.5763288736343384,0.5885827541351318,0.48766109347343445,0.020806053653359413,0.3760371208190918,0.994029700756073,0.9926175475120544,0.9979958534240723
15,0.9946298003196716,0.6023410558700562,0.7072550654411316,0.6141629219055176,0.5380982756614685,0.01627660170197487,4.0000003e-05,0.3758388161659241,0.9947738647460938,0.9936221837997437,0.9982389807701111,0.9940855503082275,0.5914477705955505,0.7288610339164734,0.6249464750289917,0.511561930179596,0.017781078815460205,0.37557294964790344,0.9943891167640686,0.9930315613746643,0.9981193542480469
16,0.9949290156364441,0.6143336892127991,0.7312161326408386,0.6306074857711792,0.5482074618339539,0.015041769482195377,4.0000003e-05,0.37881773710250854,0.9950176477432251,0.993963360786438,0.9983230829238892,0.9948989152908325,0.608950138092041,0.737041711807251,0.6306591629981995,0.5099603533744812,0.015603567473590374,0.37732458114624023,0.9950621128082275,0.993999183177948,0.9983433485031128
17,0.9950355291366577,0.6212670207023621,0.7376805543899536,0.6350220441818237,0.5555101037025452,0.014601239003241062,4.0000003e-05,0.3831999897956848,0.9951063394546509,0.9941055178642273,0.9983534812927246,0.994823157787323,0.6121980547904968,0.7184203267097473,0.6358490586280823,0.5116245150566101,0.01562278252094984,0.3962979316711426,0.9949848651885986,0.9939752221107483,0.9983187913894653
18,0.9951505064964294,0.6266139149665833,0.7453261613845825,0.6403459906578064,0.557197093963623,0.0141198905184865,4.0000003e-05,0.3985215425491333,0.9952259659767151,0.9942356944084167,0.9983933568000793,0.9948915243148804,0.6160286068916321,0.7489502429962158,0.6432925462722778,0.518409252166748,0.015381251461803913,0.39632609486579895,0.9950616359710693,0.9939927458763123,0.998343825340271
19,0.9952203631401062,0.63056880235672,0.7485068440437317,0.6450939178466797,0.5640231966972351,0.013870199210941792,4.0000003e-05,0.40887606143951416,0.9952740669250488,0.9943161010742188,0.9984102845191956,0.9950936436653137,0.6212275624275208,0.749442994594574,0.6375113129615784,0.5205674171447754,0.015034331940114498,0.40801408886909485,0.9951372742652893,0.9942899346351624,0.9983701109886169
20,0.9953546524047852,0.6361861228942871,0.7576767802238464,0.6461652517318726,0.567241370677948,0.013532834127545357,4.0000003e-05,0.41605252027511597,0.9953752160072327,0.9944513440132141,0.9984446167945862,0.9951303005218506,0.6216753125190735,0.7341856360435486,0.6459622383117676,0.5192270278930664,0.014950395561754704,0.4245295226573944,0.9952574968338013,0.994292140007019,0.9984083771705627
21,0.9954422116279602,0.6381749510765076,0.7618853449821472,0.651279866695404,0.5705313682556152,0.013242733664810658,4.0000003e-05,0.42033690214157104,0.9954562783241272,0.9945302605628967,0.9984709620475769,0.9952442646026611,0.6266951560974121,0.7494128346443176,0.6469401717185974,0.5215573906898499,0.014449882321059704,0.430788516998291,0.9953337907791138,0.9944279193878174,0.9984347820281982
22,0.9955129623413086,0.6430992484092712,0.7660678029060364,0.6542299389839172,0.5749150514602661,0.012922771275043488,4.0000003e-05,0.42339253425598145,0.9955020546913147,0.9946228265762329,0.9984874725341797,0.9949452877044678,0.6213784217834473,0.7416774034500122,0.6536655426025391,0.5233680605888367,0.01507529616355896,0.4255048930644989,0.9951574802398682,0.9940376877784729,0.998374879360199
23,0.9955966472625732,0.6442834138870239,0.767557680606842,0.6569897532463074,0.5760186314582825,0.012752758339047432,4.0000003e-05,0.4288177788257599,0.9955958724021912,0.994679868221283,0.9985172152519226,0.9953790903091431,0.629167377948761,0.7516751885414124,0.6445050835609436,0.5183365345001221,0.014178328216075897,0.43406620621681213,0.9954078197479248,0.9946302771568298,0.998460054397583
24,0.9956750869750977,0.6469671130180359,0.7749809622764587,0.6569879651069641,0.5777446031570435,0.012432392686605453,4.0000003e-05,0.4316742420196533,0.9956469535827637,0.9947981834411621,0.9985358715057373,0.9953765869140625,0.637323796749115,0.7418714165687561,0.6457686424255371,0.5278576612472534,0.014118167571723461,0.43300485610961914,0.9953885674476624,0.9946627020835876,0.998453676700592
25,0.9957053065299988,0.650843620300293,0.7748318910598755,0.6589713096618652,0.5819923281669617,0.012323076836764812,4.0000003e-05,0.4261532127857208,0.9956675171852112,0.9948221445083618,0.998541533946991,0.9949720501899719,0.6290493607521057,0.761817216873169,0.6575846672058105,0.5325397253036499,0.01497169304639101,0.41775888204574585,0.9951690435409546,0.9940667152404785,0.998380184173584
26,0.9958842992782593,0.6558963060379028,0.7851765155792236,0.6656609177589417,0.5885059237480164,0.011726660653948784,8.000001e-06,0.4301374852657318,0.9958136081695557,0.9950160980224609,0.9985913634300232,0.9954938292503357,0.6398968696594238,0.7723705172538757,0.6595298647880554,0.5353432297706604,0.013589184731245041,0.43265748023986816,0.9955171346664429,0.9947041869163513,0.9984951615333557
27,0.9959344863891602,0.6570971608161926,0.788463294506073,0.6659210324287415,0.5895252227783203,0.011576573364436626,8.000001e-06,0.43640339374542236,0.9958569407463074,0.9950640797615051,0.9986051917076111,0.9954529404640198,0.6400901675224304,0.7762990593910217,0.6605846285820007,0.5352944135665894,0.013630013912916183,0.43300244212150574,0.9954936504364014,0.9946509003639221,0.9984878301620483
28,0.9959549903869629,0.6585366725921631,0.790054976940155,0.6669358015060425,0.5896708965301514,0.011518394574522972,8.000001e-06,0.43844908475875854,0.9958670139312744,0.9950947761535645,0.9986100196838379,0.9955710768699646,0.6433287858963013,0.7611746191978455,0.6566720604896545,0.5327292084693909,0.0136110195890069,0.4479159116744995,0.9955676794052124,0.994842529296875,0.9985128045082092
29,0.995981752872467,0.6603738069534302,0.7882652878761292,0.6677657961845398,0.5911616086959839,0.011412669904530048,1.6000001e-06,0.44386693835258484,0.9958943128585815,0.995129406452179,0.9986176490783691,0.9955371022224426,0.6419368982315063,0.7762326598167419,0.6600518822669983,0.535538375377655,0.013413085602223873,0.4361228942871094,0.9955505132675171,0.9947585463523865,0.9985067844390869
30,0.9959982633590698,0.659739077091217,0.7918418645858765,0.6675590872764587,0.5910265445709229,0.011377913877367973,1.6000001e-06,0.4405535161495209,0.9959031939506531,0.9951431155204773,0.9986217617988586,0.9955442547798157,0.6426370143890381,0.7761424779891968,0.6599658131599426,0.5356664061546326,0.013393724337220192,0.43739578127861023,0.9955524206161499,0.9947742223739624,0.9985074400901794
31,0.9960051774978638,0.6603467464447021,0.7931195497512817,0.6679823398590088,0.5912522077560425,0.01135779358446598,1.6000001e-06,0.4405475854873657,0.995906412601471,0.9951525330543518,0.9986227750778198,0.9955732226371765,0.6435614228248596,0.7726074457168579,0.6594952940940857,0.5349243879318237,0.013368534855544567,0.44173872470855713,0.9955716133117676,0.9948192834854126,0.9985138773918152
32,0.996006190776825,0.6608021259307861,0.791419267654419,0.6683176755905151,0.5914421081542969,0.011337348259985447,1e-06,0.44306957721710205,0.9959074854850769,0.9951581954956055,0.998622477054596,0.9955438375473022,0.642727255821228,0.7754359245300293,0.6604774594306946,0.5356857180595398,0.0133892223238945,0.439098596572876,0.9955543279647827,0.9947742223739624,0.9985078573226929
33,0.9960117340087891,0.6606719493865967,0.7923069596290588,0.6683415174484253,0.5915481448173523,0.011328157968819141,1e-06,0.44279950857162476,0.9959122538566589,0.9951601028442383,0.9986246228218079,0.9955419898033142,0.6428214311599731,0.7758197784423828,0.6605764627456665,0.5357405543327332,0.013384060934185982,0.4390048682689667,0.9955518245697021,0.9947715997695923,0.9985069036483765
34,0.9960181713104248,0.6608046293258667,0.7933281660079956,0.6682387590408325,0.5913744568824768,0.011314775794744492,1e-06,0.44181811809539795,0.9959145784378052,0.9951679706573486,0.9986250996589661,0.9955669045448303,0.6436064839363098,0.7742026448249817,0.6602088809013367,0.5354021191596985,0.013351760804653168,0.4412440061569214,0.9955688714981079,0.9948074221611023,0.9985125660896301
